Path,Created,Author,LastModified,LastAuthor,Type,Category,Relevance,PartOf,Status,Lines
./docs/implementation/15-JAVARIS-NOTIFICATIONS.md,2026-01-09,Roberto H luna,2026-01-11,Javaris0629,implementation,project-mgmt,recent,Notifications,active,     486
./docs/implementation/06-INTEGRATIONS.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,integrations,recent,Integrations,active,     380
./docs/implementation/19-AUDIT-LOGS.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,general,recent,General,active,     464
./docs/implementation/16-TEAM-INVITATIONS.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,workspace,recent,Workspace,active,     357
./docs/implementation/12-PEDRO-LEARNING.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,general,recent,General,active,     373
./docs/implementation/13-PEDRO-APP-PROFILER.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,general,recent,General,active,     230
./docs/COMMENTS_MENTIONS_FLOW.md,2026-01-08,Javaris0629,2026-01-08,Javaris0629,documentation,general,recent,General,active,     291
./docs/ONBOARDING_QUICK_REFERENCE.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,reference,frontend,recent,Onboarding,active,     382
./docs/DELETED_FILES_BACKUP/ai-thinking-ts-backup-2026-01-11.md,2026-01-11,PAMF2,2026-01-11,PAMF2,documentation,agents,recent,Agents,active,     121
./docs/TASKMANAGER_EXAMPLES.md,2026-01-08,PAMF2,2026-01-08,PAMF2,task-list,project-mgmt,recent,Project-Mgmt,active,     522
./docs/adrs/TEMPLATE.md,2025-12-21,Roberto H luna,2025-12-21,Roberto H luna,template,general,active,General,active,      38
./docs/adrs/ADR-001-crm-clients-separation.md,2026-01-12,Roberto H luna,2026-01-12,Roberto H luna,adr,general,recent,General,active,     106
./docs/BUSINESSOS_TABLES_RECOMMENDATIONS.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,documentation,general,recent,General,active,     903
./docs/PR_REVIEW.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,analysis,general,recent,General,active,    1448
./docs/FORM_COMPONENTS_USAGE_GUIDE.md,2026-01-08,PAMF2,2026-01-08,PAMF2,guide,frontend,recent,Frontend,active,     726
./docs/DEEPGRAM_SETUP.md,2026-01-14,robertohluna,2026-01-14,robertohluna,documentation,voice,recent,Voice System,active,     187
./docs/SPRINT_PLAN_Q1_BETA.md,2026-01-08,PAMF2,2026-01-08,PAMF2,planning,general,recent,General,active,    3020
./docs/NOCODB_CODE_PATTERNS.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,documentation,general,recent,General,active,    1338
./docs/handoffs/HANDOFF_2026-01-09.md,2026-01-09,OSOSerious,2026-01-09,OSOSerious,documentation,general,recent,General,active,     170
./docs/MCP_SECURITY_ASSESSMENT.md,2026-01-08,Javaris0629,2026-01-08,Javaris0629,report,security,recent,Security,active,     556
./docs/AGENT_SKILLS_OVERVIEW.md,2026-01-08,Javaris0629,2026-01-08,Javaris0629,skill,agents,recent,Skills,active,     379
./docs/reports/PR-cloud-infrastructure.md,2025-12-21,Roberto H luna,2025-12-21,Roberto H luna,report,infrastructure,active,Infrastructure,active,     216
./docs/reports/MASTER_AUDIT_SYNTHESIS.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,report,general,recent,General,active,     621
./docs/reports/AUDIT_VISUAL_DASHBOARD.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,report,project-mgmt,recent,Dashboard,active,     507
./docs/reports/QUALITY_REPORT.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,general,recent,General,active,     464
./docs/reports/MASTER_TEST_REPORT.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,testing,recent,Testing,active,     332
./README.md,2025-12-11,Roberto H luna,2026-01-19,Roberto H luna,readme,general,recent,General,active,     348
./TASKS.md,2026-01-08,PAMF2,2026-01-11,PAMF2,task-list,project-mgmt,recent,Project-Mgmt,active,     217
./DOCUMENTATION_REORGANIZATION_SUMMARY.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,general,recent,General,complete,     478
./python-voice-agent/docs/ARCHITECTURE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,architecture,voice,recent,Voice System,active,     300
./python-voice-agent/docs/TESTING.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,voice,recent,Voice System,active,     149
./python-voice-agent/docs/DEPLOYMENT.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,documentation,voice,recent,Voice System,active,     236
./python-voice-agent/README.md,2026-01-17,Roberto H luna,2026-01-17,Roberto H luna,readme,voice,recent,Voice System,active,     104
./CLAUDE.md,2025-12-21,Roberto H luna,2026-01-08,PAMF2,documentation,agents,recent,Agents,active,     448
./BACKEND_DOCS_MOVE_COMPLETE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,backend,recent,Backend,complete,     354
